1.1904761904761756, 1513.6000000000004
61.30952380952377, 1512.0000000000005
135.7142857142857, 1505.6000000000004
211.9047619047619, 1494.4000000000003
282.1428571428571, 1481.6000000000004
348.80952380952374, 1464.0000000000005
409.5238095238095, 1444.8000000000002
470.2380952380952, 1424.0000000000005
505.95238095238096, 1408.0000000000005
545.2380952380952, 1392.0000000000002
584.5238095238095, 1372.8000000000002
644.6428571428571, 1342.4000000000003
715.4761904761905, 1300.8000000000002
766.6666666666666, 1270.4000000000003
817.8571428571428, 1235.2000000000003
871.4285714285716, 1200.0000000000002
940.4761904761906, 1148.8000000000002
999.4047619047619, 1107.2000000000003

