1.3431833445264658, 852.2522522522527
66.48757555406311, 850.450450450451
145.73539288112826, 846.8468468468473
233.71390194761577, 839.6396396396399
300.20147750167894, 832.4324324324327
357.9583613163196, 821.6216216216219
404.9697783747481, 810.8108108108111
453.32437877770315, 792.7927927927931
473.47212894560107, 781.9819819819822
484.21759570181325, 763.9639639639643
477.5016789791806, 756.7567567567569
470.78576225654797, 742.3423423423426
453.32437877770315, 735.1351351351354
443.9220953660174, 724.3243243243246
426.4607118871726, 713.5135135135138
408.99932840832776, 699.0990990990995
385.49361987911345, 686.4864864864867
372.73337810611145, 673.8738738738743
360.6447280053727, 666.666666666667
349.89926124916053, 655.8558558558564
341.84016118200134, 648.648648648649
333.78106111484215, 639.6396396396399
345.8697112155809, 627.0270270270275
376.762928139691, 623.4234234234239
418.4016118200134, 619.8198198198202
489.59032907991934, 618.0180180180184
570.181329751511, 614.4144144144148
662.1893888515782, 609.0090090090093
751.5110812625924, 605.4054054054059
848.2202820685023, 600.0000000000005
911.349899261249, 598.1981981981985
958.3613163196776, 598.1981981981985
999.3284083277367, 601.8018018018022

